Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
alpe-cainallo-esino-lario,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/alpe-cainallo-esino-lario/,1460.0,,,,,,,,,10,0,0,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
alpe-cermis-cavalese,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/alpe-cermis-cavalese/,2250.0,10.0,9.0,5.0,,0.0,0.0,0.0,0.0,48,0,33,European Euro,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,,,0.0,,,,
alpe-cialma-locana,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/alpe-cialma-locana/,1700.0,2.0,1.0,0.0,,,,,,14,0,10,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
alpe-del-nevegal,Europe,Italy,Venetia (Veneto),http://www.skiresort.info/ski-resort/alpe-del-nevegal/,1675.0,7.0,12.0,4.0,,,0.0,0.0,,0,0,0,-,2.6,2.9,2.7,,,,,,,,,,,,,,,,,,,,,,
alpe-devero-baceno,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/alpe-devero-baceno/,2240.0,,,,,,,0.0,,25,0,19,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
alpe-dhuez,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/alpe-dhuez/,3330.0,70.0,130.0,50.0,0.0,0.0,0.0,0.0,0.0,52.50,47,43,European Euro,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,0.0,,0.0,0.0,,,
alpe-di-mera-scopello,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/alpe-di-mera-scopello/,1738.0,4.8,21.6,2.2,,,0.0,0.0,,29,26,22,European Euro,2.8,3.0,3.0,,,,,,,,,,,,,,,,,,0.0,,,,
alpe-di-neggia,Europe,Switzerland,Ticino,http://www.skiresort.info/ski-resort/alpe-di-neggia/,1595.0,1.0,0.0,0.0,,,,0.0,,0,0,0,-,1.3,1.0,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
alpe-di-siusi-seiser-alm,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/alpe-di-siusi-seiser-alm/,2220.0,14.0,45.0,1.0,,0.0,0.0,0.0,0.0,54,38,0,European Euro,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,,,,0.0,,,
alpe-du-grand-serre-la-morte,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/alpe-du-grand-serre-la-morte/,2184.0,36.0,17.0,2.0,,,0.0,0.0,,28,23.50,15,European Euro,3.3,3.5,2.2,,,,,,,,,,,,,,,,,0.0,,,,,
alpe-furx-furx-zwischenwasser,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/alpe-furx-furx-zwischenwasser/,1200.0,2.0,0.5,0.0,,,,0.0,,19,0,13,European Euro,1.3,1.3,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
alpe-lusia-moenabellamonte,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/alpe-lusia-moenabellamonte/,2340.0,12.9,10.6,4.0,,0.0,0.0,0.0,0.0,48,33,0,European Euro,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,,,0.0,,,,
alpe-teglio-prato-valentino,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/alpe-teglio-prato-valentino/,2340.0,3.0,6.0,0.0,,,0.0,0.0,,20,0,15,European Euro,2.1,2.1,2.8,,,,,,,,,,,,,,,,,,0.0,,,,
alpenglow-at-arctic-valley,North America,USA,Alaska,http://www.skiresort.info/ski-resort/alpenglow-at-arctic-valley/,1188.0,5.0,10.0,10.0,,,,,,35,30,20,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
alpensia-pyeongchangs-winter-olympic-park,Asia,South Korea,Gangwon-do,http://www.skiresort.info/ski-resort/alpensia-pyeongchangs-winter-olympic-park/,970.0,0.8,3.4,0.0,,,0.0,,,69000,0,51000,South Korean won,1.5,1.5,4.2,,,,,,,,,,,,,,,,,,0.0,,,,
alpental,North America,USA,Washington State,http://www.skiresort.info/ski-resort/alpental/,1670.0,0.5,2.3,6.8,,,0.0,,,79,55,15,US Dollar,2.1,2.3,3.5,,,,,,,,,,,,,,,,,,0.0,,,,
alpette,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/alpette/,1096.0,0.8,0.4,0.0,,,,,,10,0,6,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
alpika-service,Russia,Southern Russia,Krasnodar,http://www.skiresort.info/ski-resort/alpika-service/,2228.0,10.0,10.0,5.0,,0.0,0.0,0.0,,0,0,0,-,2.8,3.1,4.8,,,,,,,,,,,,,,,,,,,0.0,,,
alpine-heliski,Australia and Oceania,New Zealand,South Island,http://www.skiresort.info/ski-resort/alpine-heliski/,2300.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0.0,
alpine-meadows,North America,USA,Western United States,http://www.skiresort.info/ski-resort/alpine-meadows/,2632.0,25.0,40.0,35.0,,,0.0,0.0,0.0,159,134,98,US Dollar,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,1.0,,,,,,,
alpine-mountain-ski-snow-tubing-center,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/alpine-mountain-ski-snow-tubing-center/,351.0,2.0,4.0,2.0,,,0.0,,,55,0,45,US Dollar,1.9,2.3,3.0,,,,,,,,,,,,,,,,,,,,,,
alpine-ski-club-collingwood,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/alpine-ski-club-collingwood/,460.0,10.0,6.0,4.0,,,0.0,,0.0,80,0,55,Canadian Dollar,2.4,2.7,3.4,,,,,,,,,,,,,,,,,,,,,,
alpine-snowsports-aldershot,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/alpine-snowsports-aldershot/,111.0,0.1,0.0,0.0,,,,0.0,,0,0,0,-,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,,0.0,,,,,
alpine-valley-cleveland,North America,USA,Ohio,http://www.skiresort.info/ski-resort/alpine-valley-cleveland/,457.0,0.4,0.6,0.5,,,0.0,0.0,,43,0,38,US Dollar,1.3,1.7,2.9,,,,,,,,,,,,,,,,,,,,,,
alpine-valley-resort-elkhorn,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,415.0,1.5,1.5,1.0,,,0.0,,0.0,48,0,43,US Dollar,1.5,1.9,3.5,,,,,,,,,,,,,,,,,,,,,,
alpine-valley-white-lake,North America,USA,Michigan,http://www.skiresort.info/ski-resort/alpine-valley-white-lake/,368.0,3.0,1.0,1.0,,,,,0.0,45,0,35,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
alpinlift-hausen-an-der-lauchert-trochtelfingen,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/alpinlift-hausen-an-der-lauchert-trochtelfingen/,850.0,1.5,0.3,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
alpirsbach,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/alpirsbach/,576.0,0.5,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
alps,Asia,South Korea,Gangwon-do,http://www.skiresort.info/ski-resort/alps/,450.0,1.0,5.0,3.4,,,,,,50000,0,34000,South Korean won,,,,,,,,,,,,,,,,,,,,,,,,,
alps-ice-and-snow-world-shenzhen-window-of-the-world,Asia,China,Guangdong,http://www.skiresort.info/ski-resort/alps-ice-and-snow-world-shenzhen-window-of-the-world/,33.0,0.1,0.0,0.0,,,,0.0,,0,0,0,-,1.0,1.0,1.5,,,,,,,,,,,,,,,,,,0.0,,,,
alpsteinblick-gonten,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/alpsteinblick-gonten/,1142.0,3.0,1.0,0.0,,,,0.0,,27,0,20,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
alshan-alpine,Asia,China,Inner Mongolia,http://www.skiresort.info/ski-resort/alshan-alpine/,1185.0,,,,,,0.0,0.0,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
alsovka-medenec,Europe,Czech Republic,Usti nad Labem Region (Ustecky kraj),http://www.skiresort.info/ski-resort/alsovka-medenec/,771.0,0.6,0.8,0.0,,,,0.0,,300,0,200,Czech koruna,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
alta,North America,USA,Utah,http://www.skiresort.info/ski-resort/alta/,3215.0,29.0,46.4,40.6,,,0.0,,,104,0,54,US Dollar,4.3,4.7,3.7,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0
alta-badia,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/alta-badia/,2550.0,70.0,52.0,8.0,0.0,0.0,0.0,0.0,,54,38,0,European Euro,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,,,,,,
alta-sierra-shirley-meadows,North America,USA,California,http://www.skiresort.info/ski-resort/alta-sierra-shirley-meadows/,2160.0,1.3,0.2,0.0,,,,,,35,0,25,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
altastenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/altastenberg/,800.0,4.1,2.7,4.1,,,,0.0,0.0,25,20,16,European Euro,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,,,,,,,
alte-golfwiese-oberhof,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/alte-golfwiese-oberhof/,815.0,0.5,0.0,0.0,,,,,0.0,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
alte-reite-rosshaupten,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/alte-reite-rosshaupten/,890.0,0.5,0.0,0.0,,,,0.0,,9,0,6.50,European Euro,1.1,1.0,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
altenfeld,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/altenfeld/,710.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
altenseelbach,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),http://www.skiresort.info/ski-resort/altenseelbach/,342.0,0.2,0.2,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,0.0,,,,,
alter-garten-rietheim-weilheim,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/alter-garten-rietheim-weilheim/,733.0,0.1,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
altglashuette-baernau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/altglashuette-baernau/,900.0,2.0,0.0,0.0,,,,0.0,,0,0,0,-,1.3,1.0,1.3,,,,,,,,,,,,,,,,,0.0,,,,,
althuette-waldmuenchen,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/althuette-waldmuenchen/,809.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
altinoran-ankara,Asia,Turkey,Central Anatolia,http://www.skiresort.info/ski-resort/altinoran-ankara/,1010.0,0.1,0.2,0.0,,,0.0,,,0,0,0,-,1.1,1.1,3.0,,,,,,,,,,,,,,,,,,,,,,
alto-campoo,Europe,Spain,Cantabria,http://www.skiresort.info/ski-resort/alto-campoo/,2120.0,13.6,10.9,3.2,,,0.0,0.0,,30,0,19,European Euro,2.6,2.9,3.0,,,,,,,,,,,,,,,,,0.0,,,,,
alto-sangro-roccarasorivisondoli,Europe,Italy,Abruzzo,http://www.skiresort.info/ski-resort/alto-sangro-roccarasorivisondoli/,2141.0,37.0,32.6,20.9,,0.0,0.0,0.0,0.0,41,0,36,European Euro,3.9,4.2,3.6,,,,,,,,,,,,,,,,,0.0,0.0,,,,
altopiano-di-brentonico-polsasan-valentino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/altopiano-di-brentonico-polsasan-valentino/,1583.0,6.8,10.8,4.4,,,0.0,0.0,,34,0,27,European Euro,2.5,2.8,3.3,,,,,,,,,,,,,,,,,,0.0,,,,
altreichenau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/altreichenau/,800.0,1.0,0.0,0.0,,,,0.0,,0,0,0,-,1.3,1.0,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
alts-bandai,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/alts-bandai/,1282.0,,,,,,,,,4700,3500,2000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,0.0
alyeska-resort-girdwood,North America,USA,Alaska,http://www.skiresort.info/ski-resort/alyeska-resort-girdwood/,840.0,14.0,31.0,17.0,,,0.0,,,85,68,39,US Dollar,3.4,3.7,3.5,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,
alytaus,Europe,Lithuania,,http://www.skiresort.info/ski-resort/alytaus/,0.0,0.4,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
am-brande-hohegeiss-braunlage,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/am-brande-hohegeiss-braunlage/,642.0,1.0,0.0,0.0,,,,0.0,,22,0,0,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-crux-vesser-suhl,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/am-crux-vesser-suhl/,700.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
am-grenzhang-tellerhaeuser-breitenbrunn,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-grenzhang-tellerhaeuser-breitenbrunn/,960.0,0.2,0.0,0.0,,,,,,7,0,4,European Euro,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
am-gruendelwald-joehstadt,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-gruendelwald-joehstadt/,821.0,0.9,0.3,0.0,,,,0.0,,12,0,9,European Euro,1.3,1.3,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
am-hainberg-olbernhau,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-hainberg-olbernhau/,602.0,0.5,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-hexenwaeldle-krauchenwies,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/am-hexenwaeldle-krauchenwies/,622.0,0.3,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-muehlberg-einsiedel-chemnitz,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-muehlberg-einsiedel-chemnitz/,460.0,0.0,0.2,0.0,,,,0.0,,8,0,4,European Euro,1.0,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-poppenberg-brilon,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/am-poppenberg-brilon/,605.0,0.6,0.0,0.0,,,,0.0,,13,0,9,European Euro,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-richtergrund-massive-snowpark-hermsdorf,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-richtergrund-massive-snowpark-hermsdorf/,780.0,0.9,0.0,0.0,,,,0.0,,0,0,0,-,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-ried-farchant,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/am-ried-farchant/,772.0,0.6,0.0,0.0,,,,0.0,,12,0,7,European Euro,1.0,1.0,1.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,,,,,,,
am-ritter-gehlberg,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/am-ritter-gehlberg/,915.0,1.0,0.0,0.0,,,,,,18,0,12,European Euro,1.3,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
am-schiessberg-crottendorf,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-schiessberg-crottendorf/,790.0,0.6,0.4,0.0,,,,0.0,,10,0,6.50,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
am-tueppel-warstein,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/am-tueppel-warstein/,458.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
am-wasserturm-snow-fun-arena-dobel,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/am-wasserturm-snow-fun-arena-dobel/,710.0,0.1,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
am-wasserturm-stollbergerzgeb,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-wasserturm-stollbergerzgeb/,460.0,0.2,0.0,0.0,,,,0.0,,0,0,0,-,1.0,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-wolf-herdorf,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz),http://www.skiresort.info/ski-resort/am-wolf-herdorf/,355.0,0.0,0.3,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
am-zickesberg-setzelbach-rasdorf,Europe,Germany,Hesse (Hessen),http://www.skiresort.info/ski-resort/am-zickesberg-setzelbach-rasdorf/,432.0,0.5,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
am-zschopenberg-zschopau,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/am-zschopenberg-zschopau/,390.0,0.2,0.2,0.0,,,,,,11.50,0,7.50,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
amalka-suleczyno,Europe,Poland,Pomerania (Wojewodztwo pomorskie),http://www.skiresort.info/ski-resort/amalka-suleczyno/,203.0,0.8,0.3,0.0,,,,,,90,0,80,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,
amden,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/amden/,1684.0,10.0,10.0,0.0,,,0.0,0.0,,35,0,22,Swiss Franc,2.5,2.5,2.5,,,,,,,,,,,,,,,,,0.0,,,,,
american-dream-meadowlands-east-rutherford,North America,USA,New Jersey,http://www.skiresort.info/ski-resort/american-dream-meadowlands-east-rutherford/,136.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
amihari,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/amihari/,1350.0,10.0,7.0,3.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
ammassalik,North America,Greenland,,http://www.skiresort.info/ski-resort/ammassalik/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
amneville-les-thermes-snowhall,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/amneville-les-thermes-snowhall/,280.0,0.7,0.0,0.0,,,,0.0,0.0,70,0,52,European Euro,1.0,2.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,3.0,1.0,,,,,,,
an-der-kniebreche-steinbach-hallenberg,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/an-der-kniebreche-steinbach-hallenberg/,680.0,0.7,0.0,0.0,,,,0.0,,0,0,0,-,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
ancelle,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/ancelle/,1850.0,16.0,12.0,2.0,,,0.0,0.0,,24.20,0,20.70,European Euro,2.8,3.0,2.3,,,,,,,,,,,,,,,,,,,,,,
ancrum-outdoor-centre,Europe,United Kingdom,Scotland,http://www.skiresort.info/ski-resort/ancrum-outdoor-centre/,97.0,0.1,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
andes-tower-hills,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/andes-tower-hills/,494.0,2.2,1.6,0.2,,,,,,42,0,30,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
andreasberg-auerbacherzg,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/andreasberg-auerbacherzg/,600.0,0.4,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
angarskyy-pass,Europe,Ukraine,,http://www.skiresort.info/ski-resort/angarskyy-pass/,800.0,2.0,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
angel-fire,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/angel-fire/,3256.0,40.0,28.0,7.0,,,0.0,,0.0,73,63,53,US Dollar,3.7,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,
ani-mt-moriyoshi,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/ani-mt-moriyoshi/,1210.0,5.5,2.1,0.0,,0.0,0.0,,,3600,0,1500,Japanese Yen,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,
anilio,Europe,Greece,Epirus,http://www.skiresort.info/ski-resort/anilio/,1850.0,1.0,5.0,0.0,,,0.0,0.0,,12,0,0,European Euro,1.7,1.7,2.6,,,,,,,,,,,,,,,,,0.0,,,,,
ankenesfjellet-ankenesstranda-narvik,Europe,Norway,Nordland,http://www.skiresort.info/ski-resort/ankenesfjellet-ankenesstranda-narvik/,300.0,1.0,1.0,0.0,,,,,,300,0,200,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
ankogel-mallnitz,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/ankogel-mallnitz/,2636.0,2.8,5.0,5.0,,,,0.0,0.0,46.50,24,24,European Euro,2.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,0.0,,,,,,
annaberg,Europe,Austria,Lower Austria (Niederosterreich),http://www.skiresort.info/ski-resort/annaberg/,1334.0,8.0,2.5,2.0,,,0.0,0.0,0.0,34.50,29.50,18,European Euro,2.1,2.4,2.7,,,,,,,,,,,,,,,,,0.0,,,,,
annaberg-andelska-hora,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezsky kraj),http://www.skiresort.info/ski-resort/annaberg-andelska-hora/,861.0,0.9,0.6,0.0,,,,0.0,0.0,360,0,260,Czech koruna,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
annaberg-sucha-rudna,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezsky kraj),http://www.skiresort.info/ski-resort/annaberg-sucha-rudna/,761.0,1.1,0.4,0.0,,,,0.0,,350,0,220,Czech koruna,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
annerlbauerlifte-krieglach,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/annerlbauerlifte-krieglach/,970.0,0.5,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
antagnod,Europe,Italy,Aosta Valley (Valle d'Aosta),http://www.skiresort.info/ski-resort/antagnod/,2307.0,10.5,4.0,0.5,,,0.0,,,27,24,19,European Euro,2.3,2.5,4.4,,,,,,,,,,,,,,,,,,0.0,,,,
antalya-planned,Asia,Turkey,,http://www.skiresort.info/ski-resort/antalya-planned/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
antelope-butte,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/antelope-butte/,2865.0,4.0,10.0,6.0,,,,,,30,25,15,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
antermoia-san-martin-de-tor,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/antermoia-san-martin-de-tor/,1696.0,0.7,0.0,0.0,,,,0.0,,0,0,0,-,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
anthony-lakes-mountain-resort,North America,USA,Oregon,http://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,2438.0,2.0,3.8,4.2,,,0.0,,,35,29,21,US Dollar,2.0,2.3,2.9,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0
antillanca,South America,Chile,Los Lagos,http://www.skiresort.info/ski-resort/antillanca/,1540.0,13.7,4.6,3.7,,,0.0,0.0,,32000,0,15000,Chiliean Peso,2.6,2.9,2.2,,,,,,,,,,,,,,,,,,,,,,
antoine-mountain,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/antoine-mountain/,362.0,4.0,4.0,3.0,,,0.0,,,56,0,43,Canadian Dollar,2.1,2.5,2.9,,,,,,,,,,,,,,,,,0.0,,,,,
antoni-fridingen-an-der-donau,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/antoni-fridingen-an-der-donau/,680.0,0.5,0.4,0.1,,,,0.0,,9,0,6,European Euro,1.3,1.6,1.3,,,,,,,,,,,,,,,,,0.0,,,,,
antuco-ski-center,South America,Chile,Bio Bio,http://www.skiresort.info/ski-resort/antuco-ski-center/,1850.0,3.0,4.0,2.0,,,,,,23000,0,20000,Chiliean Peso,,,,,,,,,,,,,,,,,,,,,,,,,
